-0.148602 0.554629 -1.029994 1.294788 1.173371 -0.550064 0.883366 -1.696770 -0.556479 -0.397382 6.096803 1.425866 0.379722 1.893681 0.216332 -0.225734 -1.099152 0.012221 1.712004 -0.067814 1.936708 -2.771014 0.014812 0.589744 -1.060217 -0.234359 0.573228 -0.743481 -5.177332 -0.788089 -1.069233 -2.537614 
-0.046986 -0.114754 0.133763 -0.082924 0.152536 -0.006028 -0.307913 0.229561 -0.087201 -0.106424 -0.146438 -0.244719 0.392413 0.042940 -0.176645 -0.039129 0.310777 -0.370158 -0.023593 0.058198 -0.108272 0.671829 -0.639267 0.191811 0.191444 -0.012852 0.077870 -0.059782 -0.234365 -0.142988 -0.815801 0.419241 
-2.183158 0.322554 -0.118471 0.099383 -0.884968 0.221320 -0.168717 0.807336 -0.134309 -0.243296 0.393222 0.561722 0.395390 1.863833 0.635221 -0.955376 0.554266 -0.086611 -0.273738 0.959130 -0.329974 -0.281246 0.404516 -0.647995 -1.998084 1.806782 -0.393103 -0.200658 -0.042860 -1.215021 0.157821 0.072277 
0.357364 0.866665 0.087263 0.100765 -0.200994 -0.010701 -0.042553 -1.041877 0.142904 0.038626 0.254921 -0.045676 0.125232 -0.359641 2.973848 0.522040 -0.967242 0.281308 0.217205 1.708499 0.154569 -0.065973 0.106684 -0.593286 0.742299 0.063723 -0.045143 -2.308339 0.110486 -0.355123 0.021627 -2.049166 
0.051053 -0.081203 -0.045637 0.051763 0.086455 -0.067369 0.026337 -0.041275 0.078373 0.036639 0.070724 -0.059473 -0.052450 0.082636 -0.040555 -0.076771 -0.049813 0.041511 -0.032674 0.043650 -0.042773 -0.002429 0.059912 -0.007859 -0.009073 -0.069020 -0.039279 0.057925 -0.057726 0.007180 -0.070786 0.081095 
0.446676 0.669884 -0.280696 1.175743 0.269798 0.662625 0.219585 -0.283709 -0.912916 0.418957 1.492010 -1.530316 20.062670 33.435474 -0.544420 1.620264 -0.336628 -0.364595 0.264061 0.167247 13.845605 -1.188237 0.495933 -0.334461 0.813419 0.186465 0.431028 0.028520 -0.060727 -23.089193 0.272576 -0.396482 
0.358685 0.638611 -0.387712 1.857084 0.375600 0.159847 0.279248 0.755601 0.493523 -1.221517 0.089447 0.206695 -0.175844 -0.087982 0.412028 -0.911452 -0.344188 -0.130598 -0.760941 -0.105973 0.528917 0.368585 -0.274241 -0.421255 -0.541268 0.136327 -0.855155 0.421036 -0.661368 -0.068055 -0.273303 -0.377164 
0.446566 0.778830 -0.709839 0.259724 0.237544 -0.631521 1.861786 -2.464686 0.224828 -3.748240 -0.632188 1.140298 0.546123 8.028673 -1.651670 0.150298 -0.449956 0.005686 -0.399639 0.456737 1.064753 0.481218 -0.788870 -1.249445 -0.585699 0.016391 0.818252 -0.162268 -0.508156 -5.091378 0.614568 0.454455 
0.014053 0.407278 -0.184359 -0.026586 -0.329747 0.066560 0.791773 1.494153 -0.405754 -0.663584 0.747194 -0.222840 -0.004038 0.137915 0.413980 -0.063214 0.211938 -0.000828 -0.046008 -0.102482 -0.291862 0.710067 0.267733 0.218220 1.217452 -0.248434 0.005544 0.634762 -0.164273 0.364395 -0.080601 0.772278 
-0.054728 -0.018972 -0.714634 1.378816 0.245982 0.047773 -0.455513 -2.303284 0.462844 0.618824 -0.360583 -0.373850 0.206389 5.447461 -0.059405 -1.606228 0.348687 1.036469 1.298298 0.403387 0.109913 0.018051 0.366901 -0.304954 0.332717 -0.362071 0.360291 0.315398 -0.038699 -0.069166 1.145481 -0.137093 
-0.302042 0.770938 -1.575624 1.823720 -0.041379 0.838075 4.224416 -2.391597 1.399190 1.300725 -1.286021 -1.637003 0.683015 1.465299 -1.267067 -1.284727 -0.707917 1.596750 0.945653 1.495404 -0.118571 0.986365 1.746708 -0.579473 0.742660 0.467046 0.989767 0.754122 -0.669155 0.948741 1.130275 -0.043643 
-0.191031 1.046041 -1.848077 2.405291 0.910631 0.380432 2.209077 -4.031975 2.215696 1.233023 -1.367751 -0.522166 0.416699 0.427518 -0.697220 -2.319907 -1.366616 1.893127 2.874017 0.017040 0.816608 0.123214 1.542573 -0.484211 1.071433 -0.839877 0.611468 -0.111893 -0.266437 0.814108 0.795031 -0.475884 
-0.111323 0.067148 -0.639132 1.387767 0.319019 0.098557 -0.490706 -2.648409 0.514498 0.632001 -0.438716 -0.571215 0.263840 5.289826 -0.037565 -1.752894 0.265303 1.194139 1.418114 0.404975 0.071406 0.035143 0.349283 -0.230035 0.377508 -0.299247 0.421244 0.477225 -0.153086 0.034040 1.096401 -0.155171 
-0.752708 1.210051 0.692921 -0.097020 -3.552875 0.655891 0.194128 -0.125599 2.950258 -0.207070 31.422218 2.292519 0.023823 -1.059662 -0.842094 0.248539 -10.440905 0.200902 0.404904 0.402010 0.113234 -4.249334 0.157671 0.065306 -0.995181 -2.363011 -0.614453 0.790579 -8.312325 0.453084 -0.648992 0.058361 
0.578538 0.104845 0.598310 -0.182020 -0.010997 -0.211251 -0.367838 0.318459 -0.120533 0.310357 -0.147195 -0.148209 0.948931 0.167501 -0.197073 0.486786 0.195446 -0.047235 0.449907 -0.639996 -0.520013 -0.465967 0.316161 0.170354 0.133171 0.418383 0.429793 -0.491334 -0.612623 -0.171720 -0.642674 0.009823 
-0.417378 -2.148686 -1.188361 4.641936 -0.916765 -2.967430 -0.855651 -4.967798 1.051927 -2.075953 15.743663 -0.042579 -0.609187 -2.306141 0.754183 -2.036616 -6.913751 1.892381 4.502525 2.528326 0.801096 -1.824114 -1.247100 -0.543725 0.031642 -2.038730 0.630714 3.354516 -2.444195 1.212164 -0.648545 0.007456 
